word	definition	part	chapter	author
šaqālum b (G [a-u])	 take (away), remove (rare)	verb	31	huehnergard
sarārum (G [a-u])	 to be(come) false; to cheat	verb	31	huehnergard
sartum (pl. sarrātum; subs. fem. verb. adj. sarārum)	 lie, falsehood, treachery; misdeed, criminal act	noun	31	huehnergard
sikiltum (sikilti)	 acquistion(s), property	noun	31	huehnergard
sikmū (always pl.)	 payment (for catching a fugitive)	noun	31	huehnergard
šīlum	hole	noun	31	huehnergard
šimtum (b.f. šimat and šimti; du. šimtān; pl. šimātum)	 mark, brand, marking; color(ing)	noun	31	huehnergard
ṣīrum (ṣīr-; verb. adj. of a rare verb ṣiārum; log. MAḪ)	 august, outstanding, first-rank, excellent	verbal_adjective	31	huehnergard
šubat nēḫtim šūšubum	to let (s.o.) dwell in security	idiomatic_expression	31	huehnergard
šukunnûm (šukunnā-) 	estimated yield (cf. šakānum)	noun	31	huehnergard
suluppum (p. suluppū; log. ZÚ.LUM(.MA) [ZÚ = ka]; Sum. lw.)	 date(s)	noun	31	huehnergard
sūnum (sūn[i])	 lap, crotch	noun	31	huehnergard
suppuḫum (D = G sapāḫum)	 to scatter, disperse, squander; to confound	verb	31	huehnergard
šuprušum (Š; not in G)	 to cause to fly, to route	verb	31	huehnergard
surrurum (D)	 to make false claims, claim falsely, contest	verb	31	huehnergard
šūt	those of (archaic, frozen pl. of ša; cf. šūt-rēšim)	pronoun	31	huehnergard
tarkibtum	date-palm pollination	noun	31	huehnergard
Tašrītum (log. DU_6.KUG)	 the seventh month (Sept.-Oct.)	noun	31	huehnergard
ṭēḫum (ṭēḫ[i]); log. DA)	 proximity, what adjoins; as prep. in OB contracts: ṭēḫi bīt PN ‘adjoining the house of PN	noun	31	huehnergard
tibûtum (tibût; log. ZI[.GA])	 rising, raising; muster, levy; attack, invasion (cf. tebûm)	noun	31	huehnergard
ugārum (ugār; pl. ugārû, ugārātum; log. A.GÀR; Sum. lw.?)	 open field, meadow, arable land	noun	31	huehnergard
uššum (us. pl. uššū) 	foundation	noun	31	huehnergard
uzubbûm (uzubbā-) 	divorce, divorce-payment (cf. ezēbum)	noun	31	huehnergard
Waraḫšamnum (log. [^giš]APIN.DU_8.A) 	the eighth month (Oct.-Nov.)	noun	31	huehnergard
zinnum (zinni; pl. zinnū [oft. = sg.])	 rain	noun	31	huehnergard
abšinnum (abšin; log. AB.SÍN; Sum. lw.)	 furrow; cultivated field	noun	32	huehnergard
adārum (G [a-u])	 to fear	verb	32	huehnergard
ana dār	forever (in literary texts only; cf. ana dāriātim)	idiomatic_expression	32	huehnergard
ana libbi	toward, as	preposition	32	huehnergard
ana šīr X ṭiābum	to be(come) pleasing to X	idiomatic_expression	32	huehnergard
bibbum	plague	noun	32	huehnergard
biblum (bibil)	 marriage-gift (cf. babālum)	noun	32	huehnergard
dabābum (G [u])	 to speak, talk, tell; to discuss; to plead (in court); to complain, protest	verb	32	huehnergard
dabābum (infinitive as noun)	speech, statement, plea; lawsuit; rumor	noun	32	huehnergard
daltum (dalat; pl. dalātum)	 door, door-leaf	noun	32	huehnergard
damum (dam[i]; pl. damū)	 blood	noun	32	huehnergard
dekûm (G [e])	 to move, remove; to arouse, raise, mobilize, call up (soldiers, officials)	verb	32	huehnergard
dubbubum (D dabābum) 	to complain (to), entreat, bother	verb	32	huehnergard
edēlum (G [i])	 to close, lock (trans.)	verb	32	huehnergard
ezēḫum (I-y; i)	 to gird	verb	32	huehnergard
ezib / ezub	apart from, besides (cf. ezēbum)	preposition	32	huehnergard
gamartum	totality; completion (cf. gamārum)	noun	32	huehnergard
ḫalālum (G [a-u])	 to hang, suspend	verb	32	huehnergard
ḫerûm (G [e])	 to dig	verb	32	huehnergard
ḫūdum	joy (cf. ḫadûm)	noun	32	huehnergard
imṭû (always pl.)	 depletion, losses (cf. maṭûm)	noun	32	huehnergard
irtum (irat)	 chest	noun	32	huehnergard
iṣṣūrum (m. and f.; iṣṣūr; pl. iṣṣūrū and iṣṣūrātum; log. MUŠEN [=the ḪU sign])	 bird; a part of the liver (extispicy)	noun	32	huehnergard
ištu ūm ṣiātim	from ancient times (lit. ‘from the day of beginnings/origins’)	idiomatic_expression	32	huehnergard
kamārum (G [a-u])	 to heap up, pile up (kummurum D = G)	verb	32	huehnergard
kannū gamartim	pennants (indicating) termination (of pasturing) (uncertain; possible meaning)	idiomatic_expression	32	huehnergard
kannum (pl. kannū)	 fetter, band	noun	32	huehnergard
lā tuštaʾʾa	do not be idle	verb	32	huehnergard
manāma	any(one), whoever; with neg., no (one), none	pronoun	32	huehnergard
mār bīt ṭuppim (log. DUMU.É.DUB.BA.A)	 military scribe (originally, ‘student’ or ‘graduate’)	idiomatic_expression	32	huehnergard
maškum (mašak; pl. maškū; log. KUŠ [the SU sign])	 skin; hide	noun	32	huehnergard
mērešum	cultivated land, cultivation (cf. erēšum ‘to cultivate’)	noun	32	huehnergard
mūdûtum (mūdût)	 knowledge, information (cf. edûm)	noun	32	huehnergard
mūṣûm	exit, opening (from *mawṣaʾum; cf. waṣûm)	noun	32	huehnergard
muttatum (muttat)	 half	noun	32	huehnergard
naʾbutum / nābutum (N; not in G in OB; dur. innabbit, pret. innabit or innābit [pl. innabtū or innābitū], perf. ittabit or ittābit)	 to flee	verb	32	huehnergard
naʾdurum (N)	 to be feared (dur. iʾʾaddar, perf. ittaʾdar, pret. iʾʾader, etc.)	verb	32	huehnergard
namšûm (N mašûm)	 to be forgotten	verb	32	huehnergard
nanmurum (N amārum)	 to be seen, found, inspected; to appear, occur; to meet (see one another)	verb	32	huehnergard
našlulum (N šalālum)	 to ask, inquire, question (s.o.: acc.; about: acc. or aššum or ana)	verb	32	huehnergard
nenmudum 	to be joined, come together, meet; to join forces	verb	32	huehnergard
nenzuḫum (N of ezēḫum)	 to gird oneself (dur. innezziḫ; predic. 3fs nēzuḫat ‘she is girded’)	verb	32	huehnergard
nēšum 	 lion	noun	32	huehnergard
nīdi aḫim	negligence, laxity, procrastination (lit. ‘lowering of the arm’)	idiomatic_expression	32	huehnergard
nīdi aḫim rašûm	to procrastinate, be negligent, lax	idiomatic_expression	32	huehnergard
nidītum (nidīt)	 uncultivated plot/land (cf. nadûm)	noun	32	huehnergard
nuḫšum (nuḫuš)	 abundance, prosperity	noun	32	huehnergard
pāna	before, earlier, previously (cf. pānum)	adverb	32	huehnergard
peḫûm (G [e])	 to close, shut (trans.)	verb	32	huehnergard
pišannum (pl. pišannū, pišannātum; log. PISAN; Sum. lw.)	 basket, box	noun	32	huehnergard
puluḫtum	fear (cf. palāḫum)	noun	32	huehnergard
qadum	together with; inclusive of, including	preposition	32	huehnergard
qinnatum (qinnat)	 anus, buttocks	noun	32	huehnergard
rēḫtum (b.f. rēḫet or rēḫti; pl. rēḫētum; log. ÍB.TAG_4) 	rest, remainder	noun	32	huehnergard
rīštum (oft. pl. rīšātum)	 joy, rejoicing (cf. riāšum)	noun	32	huehnergard
rupšum	width (cf. rapāšum)	noun	32	huehnergard
šalālum (G [a-u])	 to plunder, loot; to take as booty; to take captiv	verb	32	huehnergard
šandanakkum (šandanak; pl. šandanakkātum; log. ŠANDANA [GAL+NI]; Sum. lw.)	 administrator of date orchards	noun	32	huehnergard
ṣēlum (less oft. ṣellum; pl. ṣēlū/ṣellū)	 rib; side	noun	32	huehnergard
šīrum (šīr[i])   (log. UZU; ^uzu determinative before parts of the body)	flesh, (piece of) flesh, meat	noun	32	huehnergard
ṣītum	coming forth, produce (cf. waṣûm)	noun	32	huehnergard
sukkalmaḫḫum (sukkalmaḫ; log. SUKKAL.MAḪ; Sum. lw.) 	a high court official (‘chief minister’)	noun	32	huehnergard
sunqum	famine	noun	32	huehnergard
ṭābtum	kindness (cf. ṭiābum)	noun	32	huehnergard
talmīdum	student (cf. lummudum ‘to teach’)	noun	32	huehnergard
tamḫārum	battle (from mitḫurum ‘to oppose one another’, Gt of maḫārum)	noun	32	huehnergard
tēliltum	purification (cf. ullulum ‘to purify’)	noun	32	huehnergard
ṭūbātum (pl. of ṭūbum)	 gladness, voluntariness, friendly relations (cf. ṭiābum)	noun	32	huehnergard
ṭūbum (ṭūb[i]; pl. ṭūbū)	 good, goodness, satisfaction; friendliness (cf. ṭiābum)	noun	32	huehnergard
tukkulum	meaning unclear; in hendiadys w/ parāsum, perhaps ‘investigate carefully’? (e.g. tukkil purus-ma, purus tukkil-ma)	verb	32	huehnergard
tupšikkum (tupšik; log. ^giDUSU, ^gišDUSU)	 work, corvée duty	noun	32	huehnergard
tuššum	slander	noun	32	huehnergard
uptallis	he has become distracted/attracted (cf. naplusum)	verb	32	huehnergard
warkānum (-ma)	afterward, later (cf. warki)	adverb	32	huehnergard
apārum (G [i])	 to cover the head provide with a headdress	verb	33	huehnergard
aplūtum ṣeḫertum u rabītum	institution of the younder and older heir	idiomatic_expression	33	huehnergard
aprum (apir-)	 with covered head, wearing on the head	verbal_adjective	33	huehnergard
ašāšum (G [u]) 	to become disturbed, worried	verb	33	huehnergard
ašrānum	there	adverb	33	huehnergard
atlukum (Gt alākum)	 to go away, move on, be off	verb	33	huehnergard
atwûm (Gt [u]; G not used in OB)	 to speak; to discuss (cf. awātum)	verb	33	huehnergard
banûm b (verb) (G [i])	 to become good, beautiful	verb	33	huehnergard
banûm b (verb. adj.)	good, beautiful	verbal_adjective	33	huehnergard
barmum (barum-)	 multicolored, speckled, variegated (=bitrumum)	verbal_adjective	33	huehnergard
bāštum (bāšti)	 dignity, pride; good looks	noun	33	huehnergard
bēl awātim	adversary (in court), litigant	noun	33	huehnergard
bitrāmum	brightly colored, multicolored	adjective	33	huehnergard
bitrumum (=barmum)	 multicolored, speckled, variegated	verbal_adjective	33	huehnergard
buʾārum	cheerfulness; prosperity	noun	33	huehnergard
bunnûm (D banûm b)	 to make good, beautiful	verb	33	huehnergard
burrumum (D; root not in G)	 to color, weave in colors	verb	33	huehnergard
bussurtum (b.f. irreg. bussurat)	 (good) news, message	noun	33	huehnergard
duššupum (duššup)	 sweet	adjective	33	huehnergard
eliātum (pl.)	 additional sum	noun	33	huehnergard
eršum (fem.; log. [^giš]NÁ)	 bed	noun	33	huehnergard
eṣēdum (G [i]) 	to harvest, reap	verb	33	huehnergard
etlûm (Gt elûm)	 to move off, away (cf. ina X etlûm ‘to forfeit X’)	verb	33	huehnergard
gamālum (G [i])	 to treat kindly, please; to come to an agreement; to spare, save	verb	33	huehnergard
gana	(from Sum. gan.a ‘come!’) come (on)!	interjection	33	huehnergard
gimlum	reserve ox (very rare word)	noun	33	huehnergard
ḫakûm (G)	 to await (NW Semitic lw., attested only in ARM 4 22, p. 405)	verb	33	huehnergard
ḫallān	(dual) hind legs	noun	33	huehnergard
ḫallum	crotch	noun	33	huehnergard
ḫalṣum	fortification; fortress	adverb	33	huehnergard
ḫanāmum (G [i])	 to bloom (rare)	verb	33	huehnergard
ḫibiltum	damage, wrong (cf. ḫubullum)	noun	33	huehnergard
ḫissusum (Gt ḫasāsum [a-u])	 to consider (imper. ms ḫissas)	verb	33	huehnergard
ḫīṭum (ḫīṭ[i])	 fault, damage; offense, crime; negligence	noun	33	huehnergard
Igigi	a name for the great gods	divine_name	33	huehnergard
ikkarum (ikkar; pl. ikkarū; llog. ENGAR; Sum. lw.)	 farmer, farm laborer, plowman	noun	33	huehnergard
ikkarūtum	agricultural work, plowing	noun	33	huehnergard
ina kiam	therefore, thus	conjunction	33	huehnergard
ina sūn(i) X niālum / itūlum	to have intercouse with X	idiomatic_expression	33	huehnergard
inbum (inib; pl. inbū [oft = sing.])	 fruit, fruit tree; (sexual) attractiveness	noun	33	huehnergard
inītum (inīt; pl. iniātum)	 services or rate of hire of an ox (team)	noun	33	huehnergard
irimmum (pl. irimmū)	 bead	noun	33	huehnergard
īrimum / irīmum (pl. –ū [=sg.])	 loveliness (cf. râmum)	noun	33	huehnergard
iššum (pl. iššū)	 woman (rare word)	noun	33	huehnergard
iṣṣûm (Gt waṣûm)	 to depart	verb	33	huehnergard
išti (w/sf. ištī- or ištā-; synonym of itti, only in OB literary texts)	with (a person, deity)	preposition	33	huehnergard
ittanakkir	keeps changing	verb	33	huehnergard
itʾudum (Gt naʾādum)	 to heed, watch carefully	verb	33	huehnergard
itūlum / utūlum (Gt niālum)	 to lie down, to lie with s.o. sexually (itti)	verb	33	huehnergard
kamāsum a (G [i])	 to gather, collect, assemble, bring in, complete (kummusum D = G)	verb	33	huehnergard
kamāsum b (G [i])	 to squat, bend down, kneel	verb	33	huehnergard
kasûm (G [u or i])	 to bind, arrest, imprison; to join, tie, bond together; kussûm D=G	verb	33	huehnergard
kubbulum (D kabālum [G rare])	 to hinder, immobilize	verb	33	huehnergard
kullizum (kulliz; pl. kullizū; log. ŠÀ.GUD)	 ox-driver	noun	33	huehnergard
kummusum (D = G kamāsum a)	 to gather, collect, assemble, bring in, complete	verb	33	huehnergard
kussûm (verb) (D = G kasûm)	 to bind, arrest, imprison; to join, tie, bond together	verb	33	huehnergard
kuzbum (kuzub)	 luxuriance, abundance; (sexual) attractiveness, sexual vigor; also, euphemism for sexual parts	noun	33	huehnergard
labāšum (G [a])	 to put on clothing, clothe oneself, get dresed	verb	33	huehnergard
labšum (labiš-)	 clothed (in), wearing	verbal_adjective	33	huehnergard
lamassum (fem.)	 protective spirit representing good fortune, health	noun	33	huehnergard
litbušum (Gt labāšum)	 to put on, wear	verb	33	huehnergard
littaʾʾid	let her be praised (Dt nâdum prec. 3cs)	verb	33	huehnergard
līṭum (līṭ[i]; pl. līṭū)	 hostage, (person taken as a) pledge	noun	33	huehnergard
lubbušum (D labāšum)	 to clothe, provide with clothing	verb	33	huehnergard
mašraḫū (always pl.)	 splendor (rare)	noun	33	huehnergard
mēleṣum	joy (?)	noun	33	huehnergard
mēqûm (mēqi-)	 cosmetics (rare word)	noun	33	huehnergard
milkum (milik)	 counsel, advice; intelligence; mood	noun	33	huehnergard
mimmāmu(m)	everything (rare; cf. mimma)	pronoun	33	huehnergard
mitgurum (Gt magārum)	 to agree (with one another), come to an agreement	verb	33	huehnergard
mitḫurum (Gt maḫārum)	 to meet/face/confront/oppose one another, to correspond (to one another), be of equal size	verb	33	huehnergard
mitḫuṣum (Gt maḫāṣum)	 to fight, go to war (i.e. ‘to strike one another’)	verb	33	huehnergard
nâdum (G [a])	 to praise, extoll (D nuʾʾudum = G)	verb	33	huehnergard
napāšum (G [u])	 to breathe freely, to relax	verb	33	huehnergard
naplasum (naplas)	 glance, look (cf. naplusum)	noun	33	huehnergard
nazāqum (G [i])	 to worry, be upset	verb	33	huehnergard
niālum (G [i]; also nâlum [a])	 to lie down	verb	33	huehnergard
niṣṣurum (Gt naṣārum)	 to guard oneself (imper. ms iṣṣar, from *(n)itṣar)	verb	33	huehnergard
nuʾʾudum (D = G nâdum)	 to praise, extoll	verb	33	huehnergard
paršīgum (pl. paršigātum; log. (^túg)BAR.SI; Sum. lw.)	 headdress; cap	noun	33	huehnergard
piššušum (Gt pašāšum)	 to anoint oneself (from *pitšušum)	verb	33	huehnergard
qalûm (G [i])	 to burn (down), roast, refine	verb	33	huehnergard
qâlum (G [u])	 to heed, pay attention to	noun	33	huehnergard
rabbûm (rabbi-)	 very great; noble (cf. rabûm)	adjective	33	huehnergard
ramûm (G [i])	 to throw, cast, scatter; to live, reside	verb	33	huehnergard
rašbum (rašub-)	 commanding respect, awe-inspiring, imposing awesome	verbal_adjective	33	huehnergard
ritkubum (Gt rakābum)	 to mate; to lie upon/against one another	verb	33	huehnergard
ritūmum (Gt [rare]) to love (=G?)	, love one another; infin. in pl. mutual love (?)	verb	33	huehnergard
ruʾāmum (ruʾām)	 charm, love (cf. râmum)	noun	33	huehnergard
rukkubum (D rakābum)	 to pollinate (cf. tarkibtum ‘date-palm pollination’)	verb	33	huehnergard
salīmum (salīm)	 peace, concord	noun	33	huehnergard
šanānum (G [a-u])	 to become equal, match, rival	verb	33	huehnergard
šaptum (šapat; dual šaptān; pl. šapātum)	 lip; utterance; edge, rim	noun	33	huehnergard
šāt	the one of, the one who (archaic fem. sing. of ša; cf. pl. šūt in šūt-rēšim)	pronoun	33	huehnergard
šēdum	protective spirit representing good fortune, health	noun	33	huehnergard
ṣīḫtum (ṣīḫti; pl. ṣīḫātum)	 smile, laughter	noun	33	huehnergard
simtum (simat; pl. simātum)	 what is fitting, suitable, worthy, necessary; characteristic(s), features; proper appearance, behavior	noun	33	huehnergard
šiqqatum (log [dug]ŠAGAN)	 basin (determ. ^dug appears before words for vessels)	noun	33	huehnergard
ṣīt rēšim	loss of a slave	idiomatic_expression	33	huehnergard
šitʾārum (šitʾār-)	 brilliant, iridescent (of eyes)	adjective	33	huehnergard
šitnunum (Gt šanānum)	 to equal one another, rival, compete with one another	verb	33	huehnergard
šitultum (šitulti)	 advise, counsel, consideration, deliberation (cf. šâlum)	noun	33	huehnergard
šitūlum (Gt) 	to ponder, deliberate, reflect; also recipr.: to consult, take counsel; to question	verb	33	huehnergard
ṣubātum (ṣubāt; pl. ṣubātū; log. TÚG)	 garment (^túg is determ. before items of clothing)	noun	33	huehnergard
ṣuḫḫurum (D ṣeḫērum)	 to make small(er), reduce	verb	33	huehnergard
šukmusum (Š kamāsum b)	 to cause to squat, bend down, kneel	verb	33	huehnergard
šuzzuqul (Š nazāqum)	 to cause worry, upset	verb	33	huehnergard
takīttum (takītti)	 confirmation (cf. kânum D)	verb	33	huehnergard
tamāḫum (G [a-u])	 to grasp, hold	verb	33	huehnergard
tešmûm (tešmē-; pl. tešmû)	 (favorable) hearing; understanding; agreement (cf. šemûm)	noun	33	huehnergard
tiṣbutum (verb) (Gt ṣabātum)	 to grasp one another, quarrel; to join/connect with one another	verb	33	huehnergard
tiṣbutum (verb. adj.)	connected, joined, engaged	verbal_adjective	33	huehnergard
tisqurum (used like the G in literary texts; also tizkurum)	to speak 	verb	33	huehnergard
tizkurum (used like the G in literary texts; also tisqurum)	to speak 	verb	33	huehnergard
ṭuppum ṣīḫtum	fraud, fraudulent tablet	idiomatic_expression	33	huehnergard
ubburum(D abārum [G rare])	 to accuse	verb	33	huehnergard
ullītiš	the day after tomorrow	adverb	33	huehnergard
urram	tomorrow	adverb	33	huehnergard
uššušum (D ašāšum)	 to cause distress, mistreat	verb	33	huehnergard
ūtaššar	will be released	verb	33	huehnergard
wardatum (wardat; pl. wardātum)	 young woman (cf. wardum)	noun	33	huehnergard
zamārum (G [a-u])	 to sing, sing of, about	verb	33	huehnergard
zaʾnum (zaʾin-)	 overlaid, covered, decorated, endowed (with: acc.)	verbal_adjective	33	huehnergard
zibbatum (zibbat; dual zibbān; pl. zibbātum; log. KUN)	 tail; rear part	noun	33	huehnergard
zuʾʾunum (D; root not in G)	 to overlay, cover, decorate	verb	33	huehnergard
atallukum (Gtn alākum)	 to be in motion, walk about, run around; to live, act	verb	34	huehnergard
atappulum (Gtn apālum)	 to answer, pay repeatedly; to be responsible for, answer for	verb	34	huehnergard
bârum b (G [a])	 to catch (fish, etc.) 	verb	34	huehnergard
edḫum	covered with patches or a network	verbal_adjective	34	huehnergard
erbûm (base erbi-)	 locust(s)	noun	34	huehnergard
ereqqum (fem.; ereq, w/sf. ereqqa-; pl. ereqqētum; log. [^giš]MAR.GÍD.DA)	 wagon, cart	noun	34	huehnergard
eršum (eriš-)	 wise, clever, skillful	adjective	34	huehnergard
etellum (b.f. etel; fem. etelletum)	 princely, sovereign, supreme; subst.: masc. ‘prince’, fem. ‘princess’	adjective	34	huehnergard
gašārum (G[i])	 to become powerful, strong	verb	34	huehnergard
gašrum (gašer-)	 powerful, strong	verbal_adjective	34	huehnergard
gigunnûm (gigunnā-; pl. gigunnû)	 a sacred building; temple tower	noun	34	huehnergard
ḫamištum (noun)	(possible reading of NAM.5) group/gang of five	noun	34	huehnergard
ḫammum	head of the family	noun	34	huehnergard
ḫapātum (G [i and u])	 to become powerful, prevail	noun	34	huehnergard
ḫaptum (ḫapit-)	 powerful, triumphant	verbal_adjective	34	huehnergard
ḫasīsum (ḫasīs)	 understanding, wisdom	noun	34	huehnergard
igrum (igir; pl. igrū)	 hire, rent; wages (cf. agārum)	noun	34	huehnergard
ipiš nikkassī	rendering of accounts	idiomatic_expression	34	huehnergard
ipiš pîm	utterance, command (cf. piam epēšum)	idiomatic_expression	34	huehnergard
ipšum (ipiš)	 work	noun	34	huehnergard
irtum (b.f. irti, irat; log. GABA)	 chest, breast	noun	34	huehnergard
itabbulum (Gtn babālum)	 to carry repeatedly; to manage, direct, organize	verb	34	huehnergard
itaššûm (Gtn našûm)	 to bear continuously; to support, take care of, provide for (s.o.)	verb	34	huehnergard
kakkum ša ilim	a standard with a divine symbol (lit. ‘god’s weapon’)	idiomatic_expression	34	huehnergard
karṣī X akālum	to calumniate, slander X	idiomatic_expression	34	huehnergard
karṣum (karaṣ; pl. karṣū)	 calumny, slander	noun	34	huehnergard
kullatum (kullat)	 all, entirety, totality (litarary syn. of kalûm)	pronoun	34	huehnergard
laʾbum	a skin disease	noun	34	huehnergard
lāsimum (pl. lāsimū; log. LÚ.KAŠ_4[.E])	 courier, express messenger	noun	34	huehnergard
lubūšum (lubūš; log. SÍG.BA)	 clothing, attire, wardrobe; clothing allowance	noun	34	huehnergard
malākum (G [i])	 to give advice; to consider, deliberate, make a decision	verb	34	huehnergard
malâm	(adverb?) as an equal (ana: to) (?)	adverb	34	huehnergard
mār(at) irtim (log. DUMU[.MUNUS] GABA)	 suckling baby	idiomatic_expression	34	huehnergard
mašārum (G [a-u])	 to drag (over the ground)	verb	34	huehnergard
mitlukum (Gt malākum)	 to deliberate, advise one another	verb	34	huehnergard
muttiš	in front of	preposition	34	huehnergard
muttum (mutti)	 front	noun	34	huehnergard
nabalkattum (nabalkatti; pl. nabalkatātum)	 crossing, scaling (of wall), burglary; retreat; rebellion, revolt	noun	34	huehnergard
NAM (log.)	in Sumerian serves to form abstracts (e.g. NAM.LUGAL = šarrūtum ‘kingship’)	logogram	34	huehnergard
narbûm (narbi-)	 greatness (cf. rabûm)	noun	34	huehnergard
nazuzzū	they are standing	predicative_construction	34	huehnergard
nazzazum (nazzaz)	 station, position; attendant	noun	34	huehnergard
nēmequm (nēmeq)	 knowledge, experience, skill, wisdom	noun	34	huehnergard
nūnum (nūn[i]; log. KU_6 [=the ḪA sign])	 fish	noun	34	huehnergard
piššatum (piššat; log. Ì.BA)	 oil ration	noun	34	huehnergard
puglum	radish; extispicy: a part of the liver	noun	34	huehnergard
pūṣum (pūṣ[i])	 white; white fleck(s), spots	noun	34	huehnergard
rēmum (rēm[i])	 womb; pity	noun	34	huehnergard
ritabbûm (Gtn rabûm)	 to grow ever greater, grow greater and greater	verb	34	huehnergard
ša lišānim	informer (lit. ‘the one of the tongue’)	idiomatic_expression	34	huehnergard
šakkanakkum (šakkanak; log. GÌR.NITA[Ḫ]_2 [perhaps to be read ŠAKKANA_6; nita(ḫ)_2 = ÌR]; Sum. lw.?) 	(military) governor	noun	34	huehnergard
šalāpum	to pull out, extricate	verb	34	huehnergard
sāmum (sām-)	 red	adjective	34	huehnergard
šeršerrum (pl. šeršerrū)	 chain; ring	noun	34	huehnergard
šeʾûm (G, like leʾûm; often = Gtn šiteʾʾûm)	 to seek, search, look for	verb	34	huehnergard
šilip rēmim	lit. ‘something pulled from the womb’ (prob. a child born through caesarian section)	idiomatic_expression	34	huehnergard
šilpum (šilip)	 a pulling out; something pulled out (cf. šalāpum)	verbal_adjective	34	huehnergard
ṣiterruḫum (Gtn ṣeḫērum; dur. 3ms iṣṣeneḫḫer)	 to get smaller and smaller	verb	34	huehnergard
šiteʾʾûm (Gtn; often= G šeʾûm)	 to look, search repeatedly (i.e. until s.th. is found)	verb	34	huehnergard
sukkallum, šukkallum (sukkal, šukkal; log. SUKKAL; Sum. lw.)	 minister, vizier	noun	34	huehnergard
šumma(n) lā	except for	conjunction	34	huehnergard
sūmum  (sūm[i]; pl. sūmū)	 redness, red spot (cf. sāmum ‘red’)	noun	34	huehnergard
šūpûm (verb) (Š wapûm)	 to proclaim (s.o.’s fame), announce, promulgate (a decree)	verb	34	huehnergard
šūpûm (verb. adj.) (šūpu-)	 proclaimed, illustrious, splendid	verbal_adjective	34	huehnergard
tāḫāzum (tāḫāz; pl. tāḫāzātum)	 battle, combat (cf. aḫāzum)	noun	34	huehnergard
tāḫāzum epēšum	to do battle, make war, fight (cf. aḫāzum)	idiomatic_expression	34	huehnergard
tarākum (G [a-u])	 to beat, pound	verb	34	huehnergard
tarkum (tarik-)	 pounded; dark	verbal_adjective	34	huehnergard
tēnīqum (tēnīq)	 suckling baby; wet-nursing expenses	noun	34	huehnergard
udduḫum (D; not in G)	 to cover completely with (patches, etc.)	verb	34	huehnergard
uštanaddanū	they discuss, deliberate	verb	34	huehnergard
waklum (wakil; pl. waklū, waklūtum; log. UGULA [the PA sign])	 overseer, inspector, foreman	noun	34	huehnergard
wapûm (G [i])	 to appear, become visible	verb	34	huehnergard
zikrum / siqrum (zikir / siqir; pl. zikrū / siqrū)	 utterance, words; mention; (divine or royal) command, order; name, fame (cf. zakārum / saqārum)	noun	34	huehnergard
appūna / appūnā-ma	moreover, besides, furthermore	adverb	35	huehnergard
apum (pl. apū; log. GIŠ.GI)	 reed thicket, canebrake (i.e. ‘an area of land with a thick dense growth of cane, sugarcane, exotic bamboo, or similar plant material’)	noun	35	huehnergard
aslum 	 young (male) sheep (poetic word)	noun	35	huehnergard
baʾālum (G [i])	 to be(come) (abnormally) large, important	verb	35	huehnergard
bāmâ	in half	adverb	35	huehnergard
batāqum (G [a-u])	 to cut off, deduct; to cut through, pierce; to divide; to stop work	verb	35	huehnergard
bibil libbim	wish, desire (cf. babālum)	idiomatic_expression	35	huehnergard
bubūtum	hunger	noun	35	huehnergard
butattuqum (Dt)	to be cut off, deducted; to be cut through, pierced; to be divided; to be stopped (work) 	verb	35	huehnergard
buttuqum (D)	 to cut off, deduct; to cut through, pierce; to divide; to stop work	verb	35	huehnergard
butuqtum	(butuqti; pl. butuqātum) flood; sluice channel (cf. batāqum)	noun	35	huehnergard
buʾʾulum 	 to enlarge, exaggerate	verb	35	huehnergard
dadmū (always pl.)	 habitations, settlements; the inhabited world	noun	35	huehnergard
Dilmun(im) (log. DILMUN.NA)	 of Dilmun (place name)	place_name	35	huehnergard
Ea (us. written é-a)	 the god of fresh water, and of intelligence and cunning	divine_name	35	huehnergard
gišimmarum (fem. and masc.; gišimmar; pl. gišimmarātum; log. ^gišGIŠIMMAR; Sum. lw.)	 date palm	noun	35	huehnergard
ḫaṭītum	offense (cf. ḫaṭûm)	noun	35	huehnergard
ḫaṭûm (G [i]) 	to make a mistake, fail, miss; to commit an offense, trespass (cf. ḫīṭum)	verb	35	huehnergard
ibissûm (-ā; Sum. lw.)	 financial loss	noun	35	huehnergard
ibrum (ibir; pl. ibrū)	 person of equal status, colleague, friend	noun	35	huehnergard
kāsum (masc. and fem.; kās; pl. kāsātum and kāsānū)	 cup, goblet	noun	35	huehnergard
kī maṣi	(interr. adv. and rel. adv.) how much / how many?; how(ever) much/many	adverb	35	huehnergard
kīma ištūššu ešrīšu	ten times as often as once	idiomatic_expression	35	huehnergard
lalûm (lalā-)	 desire, wish; wealth, happiness; luxury, luxuriance; attractiveness, charm	noun	35	huehnergard
lûm (base li-; gen. lîm, acc. liam; pl. lû)	 bull (cf. fem. lītum/littum ‘cow’)	noun	35	huehnergard
mašûm (G [i])	 to forget, neglect	verb	35	huehnergard
matī-ma	when?; ever; w/neg.: never	adverb	35	huehnergard
meḫeršu (log. giš.gi_4.gál.bi)	 its (the hymn’s) response, i.e. its antiphony	noun	35	huehnergard
mīnum ša	why is it that... ?	idiomatic_expression	35	huehnergard
mitaššûm (Gtn mašûm)	 to forget constantly, be forgetful	verb	35	huehnergard
